1256647317006008320 2020-05-02 13:10:42 -0500 <r0tyde> this so true.. i cant standdd mcdonalds and im startin to not like popeyes and all other fast food places
1252730777290321927 2020-04-21 17:47:46 -0500 <dwhitealex> Popeyes thought they was stopping something get out of there surf and turf on the way @ Louisiana  https://t.co/rirWGEDU02
1214366917542268928 2020-01-06 20:03:29 -0500 <whitechokalat> Popeyes😍😍😍
